DepartmentID,DepartmentNM,DepartmentSpecialtyDSC,ICU,FirstICUDate,LastICUDate
10020011181,MGH PLASTIC SURGERY,,No,,
10020011182,MGH UROLOGY,Urology,No,,
10020011183,MGH VASCULAR SURGERY,Vascular Surgery,No,,
10020011184,MGH THORACIC SURGERY,Thoracic Surgery,No,,
10020011185,MGH GYN ONCOLOGY,Gynecologic Oncology,No,,
10020011186,MGH ORTHOPEDICS HAND,,No,,
10020011187,MGH PODIATRY,,No,,
10020011188,MGH PSYCHOLOGY,,No,,
10020011189,MGH RADIATION MEDICINE,,No,,
10020011190,MGH RADIOLOGY,,No,,
10020011191,MGH FAMILY PRACTICE,,No,,
10020011192,MGH OB/GYN,,No,,
10020011193,MGH PATHOLOGY,Pathology,No,,
10020011194,MGH PPE,Pre-Admission Testing,No,,
10020011195,MGH PALLIATIVE CARE,Hospice and Palliative Medicine,No,,
10020011196,MGH TRANFUSION MED,Transfusion,No,,
10020011197,MGH INF DISEASE,,No,,
10020011198,MGH CENTRAL PHARMACY,Pharmacy,No,,
10020011199,MGH PICU,,No,,
10020011200,MGH RADIATION ONC,,No,,
10020011201,MGH NEONATAL ICU,Neonatology,No,,
10020011202,MGH NEWBORN SERVICES,Pediatrics,No,,
10020011203,MGP RAD OUT ER,Radiology,No,,
10020011204,MGP RAD OUT MG,Radiology,No,,
10020011205,MGP RAD OUT OP,Radiology,No,,
10020011206,MGH APHERESIS,,No,,
10020011207,MGP POST ICU CLINIC,Pediatric Critical Care Medicine,No,,
10020011208,MGH ANES PEDI PAIN,Pediatric Anesthesia,No,,
10020011209,MGH RAD QD BDE,Radiology,No,,
10020011210,MGP SPORTS MED LLC HAW,,No,,
10020011211,MGP PTNRS NEURSU WAC21,,No,,
10020011213,MGH PT ELLISON,,No,,
10020011214,MGP GEN NEURO YAW6,,No,,
10020011215,MGH CC LUNG SCN YAW7,Thoracic Oncology,No,,
10020011216,MGP GEN SURG YAW7,General Surgery,No,,
10020011218,MGP PED SLEEP ASSC POB,Pediatric Pulmonology,No,,
10020011220,MGP PTNRS NEURSU PRIV,,No,,
10020011221,MGP BLOOD TS WHITE 12,Transfusion,No,,
10020011222,MGH DOWNTIME,Virtual Department,No,,
10020011223,MGH HBC LYMPH CLINIC,,No,,
10020011224,NEOS BUSINESS OFFICE,,No,,
10020011225,MGH HBC IV PULMONARY,,No,,
10020011226,MGP WEIGHTCTR SUR STAN,Bariatrics,No,,
10020011227,MGP PED NEPH 165CAM,Pediatric Nephrology,No,,
10020011228,MGP ALLERGY ASSC CAM,Allergy,No,,
10020011229,MGH BIOBANK,Lab,No,,
10020011230,MGH BILLING ADMIN,,No,,
10020011231,MGP CARD HFTX COX 6,Cardiology,No,,
10020011232,MGP PMR BRAIN AND BODY,Physical Medicine and Rehabilitation,No,,
10020011233,MGH BMT YAWKEY 9E,Bone Marrow Transplant,No,,
10020011234,MGP PSYCH MER 10,Psychiatry,No,,
10020011235,MGH DIABETES CTR 801,Diabetes Services,No,,
10020011236,MGP W CLOUSE MD WAC440,Vascular Surgery,No,,
10020011237,MGH PERFUSIONIST,,No,,
10020011238,MGH CC MEL HMONC YAW7,Melanoma Oncology,No,,
10020011239,MGH CC MEL SURG YAW7E,General Surgery,No,,
10020011240,MGP BULFINCH MER4,Psychiatry,No,,
10020011241,MGH CASE MANAGEMENT,Case Management,No,,
10020011242,MGH CHILD LIFE,Child Life,No,,
10020011243,MGH IV THERAPY,Adult Medicine,No,,
10020011244,MGH NUTRITION,Nutrition,No,,
10020011245,MGH OCCUPATION THERAPY,Occupational Therapy,No,,
10020011246,MGH PHYSICAL THERAPY,Physical Therapy,No,,
10020011247,MGH RESP THERAPY,Respiratory Therapy,No,,
10020011248,MGH SOCIAL WORK,Social Services,No,,
10020011249,MGH SPEECH PATHOLOGY,Speech Therapy,No,,
10020011250,MGH SPIRITUAL CARE,Spiritual Care,No,,
10020011251,MGH WOUND OSTOMY NURSE,Wound Care,No,,
10020011252,MGP GI EVENING BLK 4,Gastroenterology,No,,
10020011253,MGH HBC BMT PRACTICE,,No,,
10020011254,MGP GYN OR YAW 10,Gynecology,No,,
10020011255,MGP PSYCH BSQ10,Psychiatry,No,,
10020011256,MGP CARD SURG YAW5,Cardiac Surgery,No,,
10020011257,MGP PED PREV HLTH YAW6,Pediatrics,No,,
10020011258,UNSPECIFIED DEPARTMENT,Unspecified,No,,
10020011259,MGH LUNDER PHARMACY,Pharmacy,No,,
10020011260,MGH YAWKEY PHARMACY,Pharmacy,No,,
10020011261,MGH CLINICAL RSCH PRGM,Research,No,,
10020011262,MGH HBC RAD PET CT NS,,No,,
10020011264,MGP PEDI OCD 185CAM,Psychiatry,No,,
10020011265,MGH OPERATING ROOM,General Surgery,No,,
10020011266,MGH CRP ENDO DEPT,Endoscopy,No,,
10020011267,MGH CRP ENDO,Endoscopy,No,,
10020011268,MGH BLAKE 4 ENDO,Endoscopy,No,,
10020011269,MGH IMG OUTSIDE IMAGE,Radiology,No,,
10020011270,MGP NEURO ATAXIA,Neurology,No,,
10020011271,MGP BURN ASSC WHT12,Burn Surgery,No,,
10020011272,MGH IMG BI WAC2,Radiology,No,,
10020011273,MGH IMG BI SPEC WAC2,Radiology,No,,
10020011274,MGH IMG CT MG BLK2 VRT,Radiology,No,,
10020011275,MGH IMG CT MG LND6,Radiology,No,,
10020011276,MGH IMG CT MG BLK2,Radiology,No,,
10020011277,MGH IMG CT MG ELL2 IR,Radiology,No,,
10020011278,MGH IMG CT MG LND4,Radiology,No,,
10020011279,MGH IMG CT OP YAW6,Radiology,No,,
10020011280,MGH IMG CT ER MG WHT1,Radiology,No,,
10020011281,MGH IMG CT MG ELL2 VRT,Radiology,No,,
10020011282,MGH IMG CT POR BLK2,Radiology,No,,
10020011283,MGH IMG CT OP YAW3,Radiology,No,,
10020011284,MGH IMG ER POR WHT1,Radiology,No,,
10020011285,MGH IMG MD MG,Radiology,No,,
10020011286,MGH IMG MR MG LND4,Radiology,No,,
10020011287,MGH IMG MR WAC2,Radiology,No,,
10020011288,MGH IMG MR MG FND1,Radiology,No,,
10020011289,MGH IMG MR MG ELL2,Radiology,No,,
10020011290,MGH IMG MR MG VRT,Radiology,No,,
10020011291,MGH IMG MR MG LND6,Radiology,No,,
10020011292,MGH IMG MR OP YAW6,Radiology,No,,
10020011293,MGH IMG MR ER MG WHT1,Radiology,No,,
10020011294,MGP IMG MEG CNY,Radiology,No,,
10020011295,MGP IMG MR CNY,Radiology,No,,
10020011296,MGH IMG NM MG WHT2,Radiology,No,,
10020011297,MGH IMG NM ENDOCR WAC7,Radiology,No,,
10020011298,MGH IMG OBUS ELL13,Radiology,No,,
10020011299,MGH IMG OR POR MG,Radiology,No,,
10020011300,MGH IMG PETCT MG VRT,Radiology,No,,
10020011301,MGH IMG PETCT MG LND6,Radiology,No,,
10020011302,MGH IMG PETCT MG BLK2,Radiology,No,,
10020011303,MGH IMG PET MG WHT2,Radiology,No,,
10020011304,MGH IMG PETMR CNY,Radiology,No,,
10020011305,MGH IMG XR PORT ELLSON,Radiology,No,,
10020011306,MGH IMG BD EMERSON,Radiology,No,,
10020011307,MGH IMG RF MG LND4 NIR,Radiology,No,,
10020011308,MGH IMG RF MG GRY2 NIR,Radiology,No,,
10020011309,MGH IMG RF MG BLK4,Radiology,No,,
10020011310,MGH IMG RF MG ELL2,Radiology,No,,
10020011311,MGH IMG RF MG GRY3,Radiology,No,,
10020011312,MGH IMG IR GRY2,Radiology,No,,
10020011313,MGH IMG PERIOP IR,Radiology,No,,
10020011314,MGH IMG RF NR,Radiology,No,,
10020011315,MGH IMG RF OP YAW6,Radiology,No,,
10020011316,MGH IMG RF OR MG,Radiology,No,,
10020011317,MGH IMG RN MG,Radiology,No,,
10020011318,MGH IMG US MG WHT2 VRT,Radiology,No,,
10020011319,MGH IMG US MG WHT2 IR,Radiology,No,,
10020011320,MGH IMG US MG WHT1,Radiology,No,,
10020011321,MGH IMG US MG WHT2,Radiology,No,,
10020011322,MGH IMG BI-US WAC2,Radiology,No,,
10020011323,MGH IMG US MG GRY2 IR,Radiology,No,,
10020011324,MGH IMG US MG ELL2 IR,Radiology,No,,
10020011325,MGH IMG US OP YAW6,Radiology,No,,
10020011326,MGH IMG US WRN9,Radiology,No,,
10020011327,MGH IMG US PORT WARREN,Radiology,No,,
10020011328,MGH IMG XR MG ELL2,Radiology,No,,
10020011329,MGH IMG XR OP YAW6,Radiology,No,,
10020011330,MGH IMG XR OP YAW3,Radiology,No,,
10020011331,MGH IMG XR OP WAC2,Radiology,No,,
10020011332,MGH IMG XR OP YAW2,Radiology,No,,
10020011333,MGH IMG XR OP CPZ4,Radiology,No,,
10020011334,MGH IMG XR ER MG WHT1,Radiology,No,,
10020011335,MGP IMG 3DCTMMS MG,Radiology,No,,
10020011336,MGP IMG 3DCTMR OUTIMG,Radiology,No,,
10020011337,MGP IMG 3DCTMR MG,Radiology,No,,
10020011338,MGP IMG 3DCTMRO MG,Radiology,No,,
10020011339,MGP IMG 3DCTMR OP YAW,Radiology,No,,
10020011340,MGP IMG 3DUS MG,Radiology,No,,
10020011341,MGP IMG 3DUSO MG,Radiology,No,,
10020011342,MGP IMG 3DUS OP YAW,Radiology,No,,
10020011343,MGP IMG BI OUTSIDE,Radiology,No,,
10020011344,MGP IMG CT OUTSIDE,Radiology,No,,
10020011345,MGP IMG MR OUTSIDE,Radiology,No,,
10020011346,MGP IMG MR MG CNY,Radiology,No,,
10020011347,MGP IMG NM OUTSIDE,Radiology,No,,
10020011348,MGH IMG OBUS YAW4,Radiology,No,,
10020011349,MGP IMG OTHER OUTSIDE,Radiology,No,,
10020011350,MGP IMG OUT ER WHT1,Radiology,No,,
10020011351,MGP IMG BI OUT MG,Radiology,No,,
10020011352,MGP IMG OUT OP YAW,Radiology,No,,
10020011353,MGP IMG PET OUTSIDE,Radiology,No,,
10020011354,MGP IMG BD OUTSIDE,Radiology,No,,
10020011355,MGP IMG RF OUTSIDE,Radiology,No,,
10020011356,MGP IMG US OUTSIDE,Radiology,No,,
10020011357,MGP IMG XR OUTSIDE,Radiology,No,,
10020011358,MGH PERIOPERATIVE DEPT,General Surgery,No,,
10020011359,MGH PERFUSION,Anesthesiology,No,,
10020011360,MGP CHILD PROTECT PRGM,Child Protection Team,No,,
10020011361,MGH HBC RAD NURSES,,No,,
10020011362,MGH BLAKE 4 ENDO DEPT,Endoscopy,No,,
10020011363,MGP PSYCH EAP VIRTUAL,Psychiatry,No,,
10020011364,MGH CC MELA FEL YAW7E,Melanoma Oncology,No,,
10020011365,MGP GEN NEURO BIG,Neurology,No,,
10020011366,MGH LACTATION SERVICES,Obstetrics,No,,
10020011367,MGP PULM WAC5,Pulmonology,No,,
10020011368,MGH RAD CT GRY2,Radiology,No,,
10020011369,MGH IMG IR ELL2,Radiology,No,,
10020011370,MGH IMG RF MG VIR,Radiology,No,,
10020011371,MGH IMG US MSK OP YAW6,Radiology,No,,
10020011372,MGH LOGIN DEPT FXB,Virtual Department,No,,
10020011373,MGH IMG DIAG RAD,Radiology,No,,
10020011374,MGH IMG INTERV RAD,Interventional Radiology,No,,
10020011375,MGH PED GI NUTR LAB,Pediatric Gastroenterology,No,,
10020011376,MGH IMG IMAGE SVC,Radiology,No,,
10020011377,MGH IMG CT GRY3,,No,,
10020011378,MGH LUNDER 9 OUTPT,Medical Oncology,No,,
10020011379,MGH NEPHROLOGY,Nephrology,No,,
10020011380,MGH PED NEPHROLOGY,Nephrology,No,,
10020011381,MGH CATH LAB PRE/POST,Cardiology,No,,
10020011382,MGH CARDIOLOGY,Cardiology,No,,
10020011383,MGH LUNDER 10 OUTPT,Medical Oncology,No,,
10020011384,MGP MEM DISORDER WAC 7,Neurology,No,,
10020011385,MGH SURGE EP OUTPT,Urgent Care,No,,
10020011386,MGP CARD CUA CRP5,Cardiology,No,,
10020011387,MGH PALL CARE YAW9E,Hospice and Palliative Medicine,No,,
10020011388,MGH HYBRID OR,Cardiology,No,,
10020011389,UNSPECIFIED DEPARTMENT,Unspecified,No,,
10020011400,MGH IMG NC BLK2,Cardiology,No,,
10020011401,MGH IMG NC YAW5,Cardiology,No,,
10020011402,MGH PROCEDURE RM PICU,Pediatric Anesthesia,No,,
10020011403,MGH EEG LAB,Neurology,No,,
10020011404,MGH EMG LAB,Neurology,No,,
10020011405,MGH EPILEPSY MONITOR,Neurology,No,,
10020011406,MGH TOB RES AND TX CTR,Tobacco Treatment,No,,
10020011407,MGH EXPRESSIVE ARTS,Complementary Therapy,No,,
10020011408,MGH PEDI ACCESS APPNT,Virtual Department,No,,
10020011409,MGH PED PSYCHIATRY,Pediatric Psychiatry,No,,
10020011410,MGP PALLIATIVE CARE HB,Palliative Care,No,,
10020011411,MGH PED INF DISEASE,Pediatric Infectious Disease,No,,
10020011412,MGH PED HEM ONCOLOGY,Pediatric Hematology and Oncology,No,,
10020011413,MGH PED RENAL,Pediatric Nephrology,No,,
10020011414,MGH PED PULMONARY,Pediatric Pulmonology,No,,
10020011415,MGH PED GI ENDO MED,Pediatric Gastroenterology,No,,
10020011416,MGH PED ENDOCRINE,Pediatric Endocrinology,No,,
10020011417,MGH PED GENETICS,Pediatric Genetics,No,,
10020011418,MGH PED CRITICAL CARE,Pediatric Intensive Care,Yes,20200301,20200406
10020011419,MGH PED NEUROLOGY,Pediatric Neurology,No,,
10020011420,MGH PED SURGERY,Pediatric Surgery,No,,
10020011421,MGH PED ORTHOPEDICS,Pediatric Orthopedics,No,,
10020011422,MGH PED SPINE SURGERY,Spine Surgery,No,,
10020011423,MGH PED NEUROSURGERY,Pediatric Neurosurgery,No,,
10020011424,MGH PED CARDIOLOGY,Pediatric Cardiology,No,,
10020011425,MGH PED RHEUMATOLOGY,Pediatric Rheumatology,No,,
10020011426,MGH PED PALL CARE,Pediatric Hospice and Palliative Medicine,No,,
10020011427,MGH DIABETES,Diabetes Services,No,,
10020011428,MGH ENDOCRINE,Endocrinology,No,,
10020011429,MGH GI ENDO MEDICINE,Gastroenterology,No,,
10020011430,MGH PULMONARY,Pulmonology,No,,
10020011431,MGH ALLERGY,Allergy and Immunology,No,,
10020011432,MGH RHEUMATOLOGY,Rheumatology,No,,
10020011433,MGH BMT LEUK YAW9E,Medical Oncology,No,,
10020011434,MGH PED CRD US OUTSIDE,Pediatric Cardiology,No,,
10020011435,MGH CRITICAL CARE,Intensive Care,Yes,20200301,20200406
10020011436,MGH PERSONALIZED LAB,Lab,No,,
10020011437,MGH IMG BDSIDE US AUTO,Radiology,No,,
10020011438,MGH EXTERNAL PROVIDER,Virtual Department,No,,
10020011439,MGH VOICE SURGERY,Laryngeal Surgery,No,,
10020011440,MGH PHY MEDICINE REHAB,Physical Medicine and Rehabilitation,No,,
10020011441,MGH ICMP,Care Management,No,,
10020011442,MGH BIGELOW 13 RACU,Intensive Care,Yes,20200301,20200406
10020011443,MGH PPE ENDO,Endoscopy,No,,
10020011444,MGH PPE CARDIAC,Pre-Admission Testing,No,,
10020011445,MGP BHM BRAIN HLTH BSQ,Psychiatry,No,,
10020011446,MGP CONCIERGE 50STAN,Internal Medicine,No,,
10020011447,MGP GYN MIGS,Gynecology,No,,
10020011448,MGP CARD EP DEVICE YAW5B,Cardiology,No,,
10020011449,MGP CARD EP YAW5B,Cardiology,No,,
10020011450,MGH PATH ACC2,Lab,No,,
10020011451,MGP BRAIN HLTH WAC8,Neurology,No,,
10020011452,MGH IMA NUTRITION,Nutrition,No,,
10020011453,MGH CC EVENING CLINIC YAW 7B,Medical Oncology,No,,
10020011454,MGP MTR NEURON 165CAM6,Neurology,No,,
10020011455,UNSPECIFIED DEPARTMENT,Unspecified,No,,
10020011456,UNSPECIFIED DEPARTMENT,Unspecified,No,,
10020011457,MGP FRAC LIAISON WAC7,Endocrinology,No,,
10020011458,MGH NEURO ROOMS,Neurology,No,,
10020011459,MGH PATH ACC5,Lab,No,,
10020011460,MGP FEP BOW7,Psychiatry,No,,
10020011461,MGP OB CON MFM YAW 4,Obstetrics,No,,
10020011462,MGP OB MFM YAW 4,Obstetrics,No,,
10020011463,MGH IMG US OP YAW3,Radiology,No,,
10020011464,MGP HOME BASE ICP BOW,Psychiatry,No,,
10020011465,MGP SCRP WACC815 PO,Psychiatry,No,,
10020011466,MGH INFUSION 165CAM8,Infusion Therapy,No,,
10020011467,MGH INFUSION 165CAM9,Infusion Therapy,No,,
10020011468,MGP PRIMCAR 3HAW,Care Management,No,,
10020011469,MGP ECHO OVERREAD,Cardiology,No,,
10020011470,MGP NEUROMUS CLIN CRP8,Neurology,No,,
10020011471,MGP NEUROIMMUN WACC835,Neurology,No,,
10020011472,MGP FOOD ALLERGY CRC,Allergy,No,,
10020011473,MGP HB PMR OPC BOW,Physical Medicine and Rehabilitation,No,,
10020011474,MGP HB PMR ICP BOW,Physical Medicine and Rehabilitation,No,,
10020011475,MGP HOME BASE OPC BOW,Psychiatry,No,,
10020011476,MGH RESEARCH AOU SIM,Research,No,,
10020011477,MGH RESEARCH AOU CRC,Research,No,,
10020011478,MGP PALL CARE WACC8,Hospice and Palliative Medicine,No,,
10020011479,MGP SLEEP CLIN WYNDHAM,Sleep Medicine,No,,
10020011480,MGP PEDI HOSP MED VV,Pediatrics,No,,
10020011481,MGH CASE MGMT RAPT,Care Management,No,,
10020011482,MGH IMA ACUPUNCTURE,Alternative Medicine,No,,
10020011483,MGP CONS OUTPT BHI4,Psychiatry,No,,
10020011484,MGP OB DIAB YAW4,Diabetes Services,No,,
10020011485,MGP MFM OB CONS YAW4,Maternal and Fetal Medicine,No,,
10020011486,MGP OB MFM YAW4,Maternal and Fetal Medicine,No,,
10020011487,MGP CHILD TRAN PSY YAW,Psychiatry,No,,
10020011488,MGP EMG NEUROSURG WAC7,Neurosurgery,No,,
10020011489,MGH PULM ASSC GRYBIG9,Pulmonology,No,,
10020011490,UNSPECIFIED DEPARTMENT,Unspecified,No,,
10020011491,UNSPECIFIED DEPARTMENT,Unspecified,No,,
10020011492,UNSPECIFIED DEPARTMENT,Unspecified,No,,
10020011493,MGP HOPE CLINIC MED,Family Medicine,No,,
10020011494,MGP HOPE CLINIC PSYCH,Psychiatry,No,,
10020011495,MGP PEDI GI NUTR WARREN,Pediatric Gastroenterology,No,,
10020011496,MGP PSY KETAMINE CLIN,Infusion Therapy,No,,
10020011497,MGP PCPO TELADOC,Virtual Department,No,,
10020011498,MGP DEV NEUROGEN WACC8,Neurology,No,,
10020011499,MGH PAIN ACUPN WACC340,Alternative Medicine,No,,
10020011500,MGP LURIE CTR SMC,Child and Adolescent Psychiatry,No,,
10020011501,MGH RADONC LUND PROTON,Radiation Oncology,No,,
10020011502,MGP IBHCRP BOW,Behavioral Health,No,,
10020011503,MGP TRANS HEALTH BHE4,Internal Medicine,No,,
10020011504,MGH IMG PETCT MG EDW0,Radiology,No,,
10020011505,MGH PATIENT NAVIGATOR,Care Management,No,,
10020011506,MGH WHITE 5 ANES RSCH,Research,No,,
10020011507,MGP CATSD BOWSQ6,Psychiatry,No,,
10020011508,MGP ORTHO UA YAW3C,Orthopedics,No,,
10020011509,MGP NEUROBEHAV WAC7,Neurology,No,,
10020011510,MGH RESEARCH AOU YAW3,Research,No,,
10020011511,MGH CARD REFER IMAGE,Cardiology,No,,
10020011512,MGP PULM HTN STAN8,Pulmonology,No,,
10020011513,MGH IMG XR OP STAN,Radiology,No,,
10020011514,MGH TELEHEALTH SUPPORT,Virtual Department,No,,
10020011515,MGH INFECTION CONTROL,Infectious Diseases,No,,
10020011516,MGP DIAB DPP STAN340,Endocrinology,No,,
10020011517,MGH CC SHORT STAY YAW9,Infusion Therapy,No,,
10020011518,MGH GRAY 3 PACU,Adult Medicine,No,,
10020011519,MGP DENTAL 165CAM,Dentistry,No,,
10020011520,MGH TRANSP PSY 165CAM,Psychiatry,No,,
10020011521,MGH PATHOLOGY WAL,Pathology,No,,
10020011522,MGH PATH HEM SP COAG,Pathology,No,,
10020011523,MGH PATH IMMUNOLOGY,Pathology,No,,
10020011524,MGP MED GENETICS SIM,Genetics,No,,
10020011525,MGP GERIATRIC HOME FND,Palliative Care,No,,
10020011526,MGH NEUROSURG COX140,Neurosurgery,No,,
10020011527,MGP CARD PALLCARE YAW5,Palliative Care,No,,
10020011528,MGH CC CEL THRPY YAW9E,Medical Oncology,No,,
10020011529,MGP PC PREVENT GENOMIC,Genetics,No,,
10020011530,MGP GI CF STAN8,Gastroenterology,No,,
10020011531,MGP ORTHO TRM WAC435,Orthopaedic Surgery,No,,
10020011532,MGH CC LIFESTYLE MED,Medical Oncology,No,,
10020011533,MGH HANGER ORTH YAW3,Orthotics Prosthetics,No,,
10020011534,MGH GI MTLTY WAC5 DEPT,Gastroenterology,No,,
10020011535,MGP PED PREM NUTR YAW6,Pediatric Nutrition,No,,
10020011536,MGH PSY1 WACC8,Psychiatry,No,,
10020011537,MGH AMB RESPIRATORY CL,Flu Clinic,No,,
10020011538,MGH GI MTLTY WAC5,Gastroenterology,No,,
10020011539,MGH AMB URG RESP CRP,Medical Walk In,No,,
10020011540,MGH ELLISON 3 ICU,Intensive Care,Yes,20200320,20200406
10020011541,MGH CSC,Virtual Department,No,,
10020011542,MGH WHITE 3 ICU,Intensive Care,Yes,20200402,20200406
10020011543,MGH CPC ICU,Intensive Care,Yes,20200403,20200406
10020020001,MGH PHYSIATRY BACK BAY,Physiatry,No,,
10020020002,MGH PRIM CARE BACK BAY,Primary Care,No,,
10020020003,MGH PSYCH BACK BAY,Psychology,No,,
10020020004,MGH NUTRITION BACK BAY,Nutrition,No,,
10020020005,MGH LABS BACK BAY,Lab,No,,
10020020006,MGP MGH BACK BAY,,No,,
10020020007,MGH HBC BACK BAY PCARE,,No,,
10020020008,MGH HBC BACK BAY SPEC,,No,,
10020020009,MGH EAT DIS BACK BAY,Family Medicine,No,,
10020030001,MGH CHC 100EA,Internal Medicine,No,,
10020030002,MGH CHC 151EA2,,No,,
10020030003,MGH ADLT MED CHC100EA,,No,,
10020030004,MGH DERM CHC151EA1,Dermatology,No,,
10020030005,MGH GYN CHC151EA1,Gynecology,No,,
10020030006,MGH GYN CHC151EA2,Gynecology,No,,
10020030007,MGH INF DIS CHC151EA1,Infectious Diseases,No,,
10020030008,MGH INT SVC CHC151EA1,Interpreter Services,No,,
10020030009,MGH MH CHC151EA4,Behavioral Health,No,,
10020030010,MGH ROCA CHC151EA1,,No,,
10020030011,MGH NEURO CHC151EA1,Neurology,No,,
10020030012,MGH NEURO CHC151EA2,,No,,
10020030013,MGH NUTR CHC151EA1,Nutrition,No,,
10020030014,MGH NUTR CHLDHOS CHC,,No,,
10020030015,MGH PED ADOL CHC151EA2,,No,,
10020030016,MGH PED ADOL CHC151EA3,Adolescent Medicine,No,,
10020030017,MGH PT CHC100EA,Physical Therapy,No,,
10020030018,MGH PT CHC151EA3,Physical Therapy,No,,
10020030019,MGH POD CHC151EA1,Podiatry,No,,
10020030020,MGH POD CHILD CHC,,No,,
10020030021,MGH PULM CHC151EA2,Pulmonology,No,,
10020030022,MGH SPC LANG CHC151EA4,Speech Therapy,No,,
10020030023,MGH STUDENT CHC HS,Adolescent Medicine,No,,
10020030024,MGH UCC CHELSEA,Urgent Care,No,,
10020030025,MGH URGENT CHLDHOS CHC,,No,,
10020030026,MGH UROLOGY CHC151EA1,Urology,No,,
10020030027,MGH WIC CHC151EA3,Nutrition,No,,
10020030028,MGH WIC CHC80EA,Nutrition,No,,
10020030029,UNSPECIFIED DEPARTMENT,Unspecified,No,,
10020030030,MGH GT INFDIS CHC100EA,Infectious Disease,No,,
10020030031,MGH RHEU CHC151EA1,Rheumatology,No,,
10020030032,MGH RHEU YAW2,Rheumatology,No,,
10020030033,MGH VINC OBGYN CHC151E,Obstetrics and Gynecology,No,,
10020030034,MGP POD CHC151EA1,Podiatry,No,,
10020030035,MGP RENAL ESRD CHC151E,,No,,
10020030036,MGH CHA WELL CHC151EA4,,No,,
10020030037,MGH LAB CHC151EA,Lab,No,,
10020030038,MGH RAD CHC151EA,,No,,
10020030039,MGH RAD PET CHC151EA,,No,,
10020030040,MGH ADLT MED CHC151EA,Internal Medicine,No,,
10020030041,MGH NEURO CHLD CHC,,No,,
10020030042,MGP CHELSEA HC,,No,,
10020030043,MGP OBSTETRICS CHC,Obstetrics,No,,
10020030044,MGP CHELSEA IMAGINGCT,,No,,
10020030045,MGP CHELSEA IMAGINGMRI,,No,,
10020030046,MGP RAD POR CH,Radiology,No,,
10020030047,MGP RAD XR CH,Radiology,No,,
10020030048,MGP RAD 3DUSO CH,Radiology,No,,
10020030049,MGP RAD US CH,Radiology,No,,
10020030050,MGH HBC CHC SPEECH PTH,,No,,
10020030051,MGH HBC CM PT,,No,,
10020030052,MGH HBC CHELSEA IN MED,,No,,
10020030053,MGH HBC CHELSEA PEDMED,,No,,
10020030054,MGH HBC CHELSEA NUT,,No,,
10020030055,MGH HBC CHC MEDSPEC,,No,,
10020030056,MGH HBC CHC MEN HEALTH,,No,,
10020030057,MGH HBC CHC PODIATRY,,No,,
10020030058,MGH HBC CHC DERM,,No,,
10020030059,MGH HBC GENITO INFECT,,No,,
10020030060,MGH HBC CHC GYNECOLOGY,,No,,
10020030061,MGH HBC CHC URG CARE,,No,,
10020030062,MGH HBC CHC 100EVERTT,,No,,
10020030063,MGH HBC CHC HEALTH LAB,,No,,
10020030064,MGH HBC CHC RADIOLOGY,,No,,
10020030065,MGH VASC SURGERY WOUND,,No,,
10020030066,MGP RAD OUT CH,Radiology,No,,
10020030067,MGH NUTRITION CHC,Nutrition,No,,
10020030068,MGP IMG 3DUS CH HEALTH,Radiology,No,,
10020030069,MGH IMG OUT CH,Radiology,No,,
10020030070,MGH IMG POR CH HEALTH,Radiology,No,,
10020030071,MGH IMG US CH HEALTH,Radiology,No,,
10020030072,MGH IMG XR CH HEALTH,Radiology,No,,
10020030073,MGH COM HLTH CHC,Coordinated Care,No,,
10020030074,MGH OT CHC151EA3,Occupational Therapy,No,,
10020030075,MGP PED INFDIS CHC,Pediatric Infectious Disease,No,,
10020030076,MGH RESEARCH AOU CHC,Research,No,,
10020030077,MGH GI CHC151EA,Gastroenterology,No,,
10020030078,MGH AMB URG RESP CHC,Medical Walk In,No,,
10020040001,MGH PSYCH 76MON CTHC,Psychology,No,,
10020040002,MGH ADLT MED CTHC1,Internal Medicine,No,,
10020040003,MGH DERMATOLOGY CTHC1,,No,,
10020040004,MGH DERMATOLOGY CTHC2,Dermatology,No,,
10020040005,MGH INT SVC CTHC,Interpreter Services,No,,
10020040006,MGH MH SOC SVC CTHC3,Psychiatry,No,,
10020040007,MGH NUTRITION CTHC2,Nutrition,No,,
10020040008,MGH PEDIATRICS CTHC2,Pediatrics,No,,
10020040009,MGH PT CTHC1,Physical Therapy,No,,
10020040010,MGH PODIATRY CTHC2,Podiatry,No,,
10020040011,MGH WIC CTHC2,Nutrition,No,,
10020040012,MGH RHEU CTHC2,Rheumatology,No,,
10020040013,MGH VINC OBGYN CTHC,Obstetrics and Gynecology,No,,
10020040014,MGP CARDIOLOGY CTHC1,,No,,
10020040015,MGP PODIATRY CTHC2,Podiatry,No,,
10020040016,MGH ACUPUNCTURE CTHC2,Alternative Medicine,No,,
10020040017,MGH NEUROLOGY CTHC2,Neurology,No,,
10020040018,MGH RAD CT CTHC,,No,,
10020040019,MGH LAB CTHC,Lab,No,,
10020040020,MGP IV CARD ASSC CTHC,,No,,
10020040021,MGP CHARLESTOWN HC,,No,,
10020040022,MGP OBSTETRICS CTHC,Obstetrics,No,,
10020040023,MGH RAD XR BH,Radiology,No,,
10020040024,MGH HBC CTHC INT MED,,No,,
10020040025,MGH HBC CTHC PED MED,,No,,
10020040026,MGH HBC CTHC MEN HEAL,,No,,
